Customer_ID,Recency,Frequency,Monetary
12471,9,678,20139.739999999998
12472,4,572,11308.48
12474,13,286,5048.66
12475,44,25,426.26
12476,31,283,7298.99
12477,34,264,7056.629999999999
12480,34,88,2183.2200000000003
12481,0,174,6765.07
12482,211,204,23691.4
12483,13,64,2635.6000000000004
12484,118,129,1828.4299999999998
12485,164,34,708.1000000000001
12486,66,49,1037.2800000000002
12487,365,2,285.29999999999995
12490,13,217,4405.709999999999
12492,38,22,452.00000000000006
12494,0,34,626.77
12495,275,17,357.4
12496,255,13,54.09
12497,35,43,5205.400000000001
12499,195,27,393.71999999999997
12500,70,85,1697.39
12503,219,2,1126.0
12504,52,11,297.00000000000006
12505,43,42,955.1999999999999
12507,219,28,539.25
12510,94,112,4195.450000000001
12511,63,190,3084.0200000000004
12514,276,33,580.0799999999999
12516,65,48,1336.56
12519,111,22,385.7
12523,9,144,2582.38
12524,23,96,6640.389999999999
12525,133,60,973.7300000000001
12527,129,14,386.8
12529,163,21,316.47999999999996
12530,50,92,2096.98
12531,321,110,1807.9799999999996
12533,262,72,1367.89
12537,43,43,732.94
12538,13,13,276.5
12539,85,231,5646.4
12540,13,293,8854.25
12542,119,39,481.88
12543,83,43,980.25
12547,135,13,175.77999999999997
12549,210,49,1575.6799999999998
12553,20,47,916.47
12554,83,26,468.5
12555,317,1,129.23
12557,6,25,6725.18
12562,20,39,1185.18
12563,43,13,249.24
12567,2,193,4308.58
12568,279,5,70.0
12570,317,1,77.52
12573,16,91,556.8700000000001
12575,92,38,622.8199999999999
12576,27,54,826.8900000000001
12577,16,155,995.95
12578,20,58,1847.9400000000003
12580,211,34,637.2
12582,57,81,1469.04
12583,8,219,7166.0599999999995
12586,9,83,1865.73
12588,34,36,743.8800000000001
12589,56,145,4048.9799999999996
12591,25,43,899.3
12592,154,63,2145.0599999999995
12594,13,81,1751.8899999999999
12595,139,19,299.02000000000004
12598,98,74,1511.0100000000002
12599,16,71,1264.1399999999999
12600,6,68,2444.88
12601,39,6,104.2
12605,11,76,1232.95
12606,317,1,21.0
12608,39,16,415.78999999999996
12609,9,115,2309.0099999999998
12613,23,174,3490.69
12615,48,165,3449.79
12616,23,22,417.79999999999995
12619,195,10,140.14
12621,0,303,11086.14
12623,51,156,3442.74
12625,144,97,2481.06
12629,20,45,1558.2199999999998
12631,91,152,2841.07
12632,155,35,804.88
12633,17,205,3514.18
12634,170,20,490.0
12635,27,78,1241.23
12636,373,1,141.0
12637,13,245,2318.41
12638,274,9,249.8
12639,69,42,826.2700000000001
12643,20,28,5005.78
12644,65,80,1440.5800000000002
12645,44,87,1764.1200000000001
12647,2,434,14201.529999999999
12648,72,44,793.95
12649,17,87,1671.1400000000003
12651,13,21,263.75
12652,69,3,97.05000000000001
12653,161,43,1950.98
12655,58,16,261.35
12656,60,121,2356.66
12661,71,11,162.00000000000003
12662,8,176,3138.2400000000002
12663,259,10,239.4
12664,149,8,1188.16
12665,52,14,250.6
12666,29,31,1248.42
12668,13,378,7637.530000000001
12670,20,23,764.24
12671,241,45,2622.481
12672,230,12,211.15000000000003
12673,36,32,619.5
12675,188,113,958.5000000000001
12676,43,62,1511.7
12677,190,21,395.1
12678,10,211,16652.72
12681,2,827,17080.739999999998
12682,0,514,11745.69
12683,0,197,4220.21
12686,6,7,89.14
12687,115,126,2138.9099999999994
12691,55,7,134.6
12692,272,13,110.95
12693,31,40,847.1099999999999
12694,56,46,973.68
12695,163,32,825.02
12696,69,49,851.91
12698,225,16,339.75
12699,52,41,638.11
12701,164,94,1648.7
12703,268,53,722.9799999999999
12705,18,265,4893.81
12708,3,153,2601.19
12709,1,292,21356.82
12711,246,60,1339.0499999999997
12712,0,143,2797.53
12714,23,437,9384.85
12717,225,16,277.93
12720,4,155,2478.9399999999996
12721,20,78,1356.95
12724,18,76,1286.1100000000001
12725,6,106,2266.7599999999998
12726,22,55,1405.5000000000002
12727,77,64,1698.8300000000002
12728,18,15,233.84
12730,156,47,829.2500000000001
12731,77,119,6879.800000000001
12733,24,135,2040.92
12734,9,15,529.25
12737,133,2,3710.5
12738,7,11,155.35
12739,20,51,1713.69
12741,164,16,406.07
12742,260,67,1201.5200000000002
12744,94,117,4037.769999999999
12745,121,23,925.4100000000001
12746,175,17,254.55
12747,4,154,5080.530000000001
12748,0,2634,22879.659999999996
12749,34,139,2806.4800000000005
12751,79,62,268.27
12755,0,60,5218.71
12758,94,216,7111.65
12759,21,207,3489.3
12760,90,21,347.8
12761,92,27,782.9499999999999
12763,4,16,320.08000000000004
12765,107,68,1404.58
12766,1,145,3078.6499999999996
12767,10,43,949.82
12768,85,10,168.69000000000003
12770,91,16,1895.0
12771,120,15,282.3
12773,199,6,124.25
12774,170,6,98.7
12775,23,15,300.08
12776,302,4,55.5
12777,92,26,519.45
12778,31,64,953.45
12779,6,128,2740.91
12780,233,20,337.3999999999999
12782,9,124,2287.32
12784,164,72,1230.3300000000002
12785,170,42,788.45
12786,244,18,728.5000000000001
12787,48,24,398.52
12788,98,26,444.9
12789,147,4,181.5
12790,45,16,266.92999999999995
12791,8,28,863.5100000000001
12792,169,22,426.46999999999997
12793,6,27,471.85
12796,263,7,381.0
12797,0,30,552.08
12798,56,25,1533.8899999999999
12799,164,15,219.35000000000002
12800,105,34,584.25
12801,135,50,1071.8200000000002
12802,77,113,1988.84
12803,28,55,1092.8100000000002
12804,100,67,327.02
12805,16,58,1434.9499999999998
12806,70,67,2878.96
12807,18,16,330.35
12808,3,26,422.45000000000005
12809,200,56,1266.63
12810,169,32,534.99
12811,13,25,519.05
12813,136,45,1687.8
12817,34,21,524.94
12819,93,19,540.52
12820,32,101,1747.18
12821,246,7,128.08
12823,29,13,4742.0
12825,156,24,518.63
12826,0,75,1481.0300000000002
12829,185,8,92.30000000000001
12831,98,13,236.06
12835,62,620,6043.31
12836,24,239,3972.76
12837,204,80,554.3100000000001
12838,8,300,2715.35
12839,2,262,4480.3099999999995
12840,72,63,1315.1999999999998
12841,4,282,3518.33
12842,39,14,799.0000000000002
12843,17,118,4886.15
12844,77,51,322.64
12846,317,1,15.58
12847,22,35,765.36
12848,310,16,208.0
12849,16,97,2039.67
12850,80,2,330.0
12851,112,30,148.95
12853,62,70,1950.4
12854,196,155,1669.52
12855,7,67,612.8400000000001
12857,71,75,2581.6
12858,18,49,177.92
12859,93,21,575.0999999999999
12860,328,17,55.47
12861,254,4,68.25
12862,60,133,1008.32
12863,14,43,2271.35
12864,143,4,152.45
12865,13,100,1755.24
12866,109,37,668.2299999999999
12867,32,525,3876.4700000000003
12868,8,39,640.0000000000001
12869,316,37,337.6700000000001
12870,10,93,1676.9500000000003
12871,74,7,363.38
12872,0,370,3085.52
12873,32,31,1653.3000000000004
12874,20,48,948.42
12875,106,6,1013.76
12876,29,85,1863.77
12877,36,123,1419.4
12880,16,36,640.13
12887,18,13,222.4
12889,16,25,385.46000000000004
12890,22,57,336.79999999999995
12891,93,8,509.5
12892,31,18,263.38
12894,210,21,157.35
12897,16,10,297.75
12898,98,32,310.96
12899,48,17,366.4
12900,57,13,340.33000000000004
12903,63,41,833.5300000000001
12905,211,54,1018.42
12907,30,25,508.90999999999997
12908,15,3,1026.0
12909,59,67,924.52
12910,14,62,2721.48
12911,186,248,1680.4699999999998
12913,3,46,4217.230000000001
12914,35,9,223.98
12915,7,51,811.1000000000001
12916,77,77,1647.8699999999997
12917,35,48,3765.2
12918,261,1,10953.5
12920,206,32,323.86
12921,1,814,19333.949999999997
12923,25,33,612.9
12924,28,44,1535.7
12925,227,5,35.28
12926,46,274,1548.46
12927,29,11,197.31
12928,13,95,2242.19
12931,15,136,50291.38
12932,174,95,1698.56
12933,15,190,1079.5000000000002
12934,371,2,181.65
12935,10,125,2083.16
12937,98,97,1593.34
12939,14,39,13683.0
12941,359,27,377.49000000000007
12942,0,16,258.75
12943,193,25,496.5
12945,291,28,437.16
12946,71,20,324.45
12947,8,17,304.03999999999996
12948,365,9,252.48000000000002
12949,17,500,11359.48
12951,21,131,2149.65
12953,157,31,498.96
12954,273,10,162.45
12956,319,23,413.82
12957,176,252,4689.43
12958,35,57,539.49
12959,119,8,150.95
12960,48,70,1322.0700000000004
12961,14,40,211.99
12963,0,95,1744.96
12964,72,26,132.23999999999998
12967,6,61,2646.0199999999995
12969,237,5,122.45
12970,15,232,1072.73
12971,1,120,4782.880000000001
12972,48,77,1161.2
12973,48,6,385.55
12974,200,24,264.15
12975,71,112,2100.09
12976,13,132,2417.7800000000007
12977,136,50,478.39
12978,20,163,2502.8199999999997
12979,364,56,517.7
12980,21,32,8870.880000000001
12982,29,150,2354.2700000000004
12983,233,30,490.08000000000004
12986,63,102,2729.84
12987,55,38,753.51
12989,59,33,6627.64
12990,52,14,546.0
12991,24,14,261.05999999999995
12992,360,6,93.35000000000001
12993,80,49,844.87
12996,10,22,355.5
12997,29,48,884.02
12998,127,58,920.0799999999999
13000,360,31,497.6500000000001
13001,39,687,14353.279999999999
13002,51,16,293.18
13004,21,411,5994.9400000000005
13005,66,30,485.98
13007,214,11,175.25
13008,32,21,382.66
13009,307,4,234.0
13010,9,12,330.12
13011,7,3,50.550000000000004
13012,64,65,1310.99
13013,6,335,7814.83
13014,67,115,1914.8
13015,73,173,3240.14
13018,48,145,2485.46
13019,14,55,1229.95
13020,197,39,618.96
13021,9,126,2270.8599999999997
13022,64,5,65.3
13023,163,36,759.1300000000001
13024,105,31,555.8699999999999
13025,366,13,323.39
13026,123,42,757.7200000000001
13027,20,60,10423.199999999999
13029,9,7,679.8
13030,3,60,427.7399999999999
13031,42,435,3419.27
13032,27,141,1833.37
13033,64,2,30.0
13034,4,18,279.90999999999997
13035,66,15,442.32
13036,319,6,307.1
13037,34,184,3033.88
13039,219,55,1010.7300000000001
13041,85,35,799.1300000000001
13042,233,199,1556.54
13044,127,386,4293.43
13045,36,27,503.64
13046,91,21,319.94000000000005
13047,8,226,5557.620000000001
13048,71,132,2248.3
13049,24,12,751.5600000000001
13050,1,606,6507.67
13051,213,4,155.8
13052,55,235,2820.38
13053,256,17,127.65
13055,64,78,1106.7
13056,186,19,209.47999999999996
13057,165,41,722.0899999999999
13059,48,194,2119.7700000000004
13063,115,12,188.39999999999998
13064,185,25,561.25
13065,8,62,1055.0500000000002
13067,44,17,393.05
13069,4,691,5247.01
13070,94,24,522.9
13071,247,12,129.22
13073,46,27,418.08000000000004
13074,146,29,1378.74
13076,92,9,135.4
13077,1,235,2335.3999999999996
13078,1,443,16904.51
13079,52,11,199.07999999999998
13080,36,13,222.65
13081,6,1330,30867.77
13082,59,56,3722.12
13083,60,4,91.67999999999999
13084,126,2,122.39999999999999
13085,314,62,2017.2
13086,17,47,439.33
13087,361,15,313.64
13088,52,20,236.10999999999999
13089,3,1545,57912.03
13090,0,128,5192.27
13091,364,24,1976.0000000000002
13092,49,80,1662.45
13093,8,891,47111.18
13094,3,8,505.80000000000007
13096,29,1,419.70000000000005
13097,23,594,7378.8
13101,133,43,594.21
13102,0,188,5272.83
13103,72,25,465.7
13104,50,10,610.6199999999999
13105,71,1,72.0
13106,48,15,526.96
13107,48,120,3721.45
13108,7,35,748.4599999999999
13109,186,23,347.49000000000007
13110,72,107,1468.8
13111,353,12,321.88000000000005
13112,176,2,20.6
13113,1,192,6379.7699999999995
13114,365,16,234.38
13115,14,194,3199.92
13117,0,112,1658.9
13118,11,69,1217.6
13119,303,11,134.9
13123,107,45,506.74999999999994
13124,20,63,916.1199999999999
13125,158,21,158.57
13126,1,111,1898.6099999999997
13128,266,1,263.5
13129,87,11,233.25
13131,53,105,2240.47
13133,94,5,90.65
13134,37,23,681.65
13135,126,17,275.45
13136,10,188,3666.95
13137,21,737,4062.29
13138,7,36,504.85
13139,72,95,3138.04
13140,1,76,791.9599999999999
13141,20,290,5279.83
13143,219,23,405.1
13144,66,3,24.4
13145,7,4,805.0
13148,24,474,4914.6900000000005
13150,119,8,449.96999999999997
13151,260,102,1322.8700000000001
13152,52,135,2146.38
13154,34,93,1624.8400000000001
13155,3,79,778.4200000000002
13156,20,104,1586.54
13157,44,164,3946.1399999999994
13158,23,21,307.12
13161,135,26,366.13
13162,15,159,7587.200000000001
13163,245,2,17.65
13164,204,10,372.2
13165,48,7,429.68
13166,49,28,466.98
13167,25,16,333.82
13168,177,49,556.1200000000001
13169,197,5,127.20000000000002
13172,35,1,69.6
13173,2,207,2285.7
13174,4,818,6677.81
13175,217,46,831.45
13177,65,13,229.75
13178,32,422,8333.720000000001
13179,253,34,572.31
13180,242,4,86.10000000000001
13181,16,19,359.69
13183,29,62,3078.3999999999996
13187,259,27,130.98999999999998
13190,179,17,570.66
13191,293,59,164.69000000000003
13192,170,99,1646.64
13194,56,7,412.08
13195,49,52,172.38
13196,78,78,1271.06
13197,244,19,373.01000000000005
13198,22,88,1572.99
13199,1,88,6615.77
13201,137,88,1240.6100000000001
13202,29,69,1580.3000000000002
13203,21,112,1778.79
13204,366,57,966.6599999999999
13205,78,1,2803.2
13206,35,581,8377.32
13207,86,5,285.6
13208,84,105,764.5999999999999
13209,149,45,2617.9
13211,16,150,1531.9
13213,18,114,2330.94
13214,52,229,3264.23
13215,37,1,81.6
13217,290,1,132.5
13219,253,11,76.23
13220,210,32,516.8000000000001
13222,212,1,88.5
13223,58,8,805.9200000000001
13225,56,93,9796.230000000001
13226,28,12,204.25
13230,0,728,3553.8100000000004
13233,55,33,571.34
13234,307,63,356.94999999999993
13237,22,24,643.0
13238,65,16,305.9
13239,72,72,1265.13
13240,0,164,1074.87
13241,46,42,115.58
13242,86,22,429.0
13243,84,162,677.97
13245,67,29,558.7199999999999
13246,28,238,1400.13
13249,36,12,897.52
13250,95,20,256.03999999999996
13251,37,25,252.68
13252,29,19,399.3
13253,65,39,1920.7099999999998
13254,11,4,51.410000000000004
13255,8,19,504.95
13257,71,7,149.75
13258,14,8,336.59999999999997
13259,32,237,1141.0600000000002
13262,24,39,373.15999999999997
13263,28,243,1250.6200000000003
13264,77,38,722.56
13266,48,120,2300.78
13267,1,215,5236.77
13269,4,183,3545.4700000000003
13270,1,1,590.0
13274,44,19,360.8500000000001
13275,18,50,241.66
13276,32,219,1348.33
13277,15,15,264.9
13278,34,62,893.1200000000001
13280,14,125,1507.7700000000002
13281,74,22,350.85
13282,41,14,181.05
13283,202,13,279.70000000000005
13285,235,44,655.47
13286,235,49,734.91
13287,238,53,781.59
13288,78,10,927.6099999999999
13289,358,16,307.95000000000005
13290,73,1,208.63
13291,49,286,2959.73
13292,50,28,415.56999999999994
13293,27,72,1192.94
13294,281,48,815.79
13295,11,57,900.77
13296,58,48,705.1099999999999
13297,20,64,2278.77
13299,58,57,1076.1999999999998
13300,23,35,913.6200000000001
13302,161,2,95.45
13303,35,4,61.72
13304,90,57,917.57
13305,7,125,1753.8500000000001
13306,65,4,53.65
13307,122,14,258.34
13308,231,17,284.86
13309,27,23,249.57999999999998
13310,15,23,409.16999999999996
13312,86,5,124.75
13313,114,109,1890.0
13315,324,22,310.26
13316,27,88,7213.840000000001
13317,20,220,4212.411
13319,0,479,11236.95
13320,69,44,679.4
13324,63,57,3391.5199999999995
13326,67,13,281.76
13327,0,234,6251.71
13329,1,108,4323.97
13330,90,65,1665.25
13331,36,12,262.4
13333,46,55,1015.7399999999999
13334,171,212,2726.9300000000003
13337,181,87,1575.2599999999998
13338,176,109,1958.6000000000001
13340,52,81,11364.080000000002
13346,97,6,299.40000000000003
13357,129,309,3228.4100000000003
13359,38,33,603.75
13360,66,66,1553.65
13361,107,34,1450.5
13362,13,132,2303.33
13363,44,42,731.3599999999999
13367,66,20,510.2
13368,49,23,498.1
13369,0,14,308.28
13370,6,39,754.8700000000001
13371,140,92,2297.6600000000003
13373,50,200,4274.9400000000005
13374,49,17,422.80000000000007
13375,79,34,1013.58
13377,31,78,1552.8799999999999
13380,67,3,62.4
13381,14,184,4585.0599999999995
13382,63,71,1164.5900000000001
13383,178,1,305.28000000000003
13384,25,112,2528.8999999999996
13386,49,31,835.46
13387,52,73,189.44
13388,238,34,508.55000000000007
13392,312,8,91.14
13393,218,69,1131.45
13394,14,254,4101.68
13395,35,60,872.51
13397,72,51,1647.7399999999998
13398,83,13,213.00000000000003
13399,99,15,275.4
13400,217,23,310.83000000000004
13402,7,57,913.9000000000001
13403,22,6,154.5
13405,116,16,641.36
13406,62,9,568.9200000000001
13407,213,85,2244.7
13408,6,362,23616.422
13410,28,22,1198.9
13412,255,34,487.34999999999997
13413,274,43,429.44
13414,98,31,1103.6399999999999
13415,107,104,800.6700000000001
13416,371,7,228.3
13417,182,49,1028.66
13418,7,259,6106.17
13421,41,168,2252.04
13423,63,12,217.02999999999997
13424,84,40,572.77
13425,143,100,1779.42
13426,17,186,4526.0599999999995
13427,112,23,423.92999999999995
13428,149,70,281.51000000000005
13431,41,83,2047.14
13432,206,111,439.09999999999997
13433,136,24,658.3199999999999
13434,20,25,1132.6200000000001
13435,11,51,665.3400000000001
13438,182,1,46.5
13439,23,113,702.8999999999999
13440,58,59,1295.2500000000002
13441,66,25,424.26
13442,302,38,419.87000000000006
13443,83,204,1280.16
13444,9,58,631.6800000000001
13445,261,7,241.89999999999998
13446,65,192,3881.89
13448,8,363,5701.5
13450,9,76,2076.32
13451,16,599,4214.77
13452,107,1,139.8
13453,37,23,424.71
13454,276,23,219.87000000000003
13455,1,98,1847.59
13457,323,9,148.22
13458,14,103,2312.7000000000003
13459,259,73,1160.4099999999999
13461,42,35,2715.0000000000005
13462,45,62,1002.35
13464,29,110,2422.96
13465,81,34,931.12
13466,43,38,705.45
13468,3,426,7685.54
13469,288,6,82.4
13472,98,28,592.2399999999999
13473,209,49,2235.12
13474,78,66,434.2
13476,41,48,823.0
13477,90,79,1379.59
13478,104,125,2215.78
13479,87,38,550.42
13480,51,41,627.82
13481,9,115,2026.2800000000002
13482,262,9,151.45000000000002
13484,18,31,476.91999999999996
13485,11,135,2564.98
13487,140,15,271.46999999999997
13488,2,302,6619.57
13490,289,8,154.25
13491,7,182,3350.74
13495,3,99,3329.3899999999994
13497,3,48,972.28
13498,365,17,327.38000000000005
13500,36,20,299.53
13501,121,62,1544.79
13502,50,15,488.5
13503,114,181,1688.54
13506,4,72,1180.6799999999998
13508,277,16,176.07999999999998
13509,142,5,135.0
13510,10,174,2766.73
13511,311,5,282.76
13512,22,24,462.17999999999995
13513,76,30,619.4900000000002
13514,63,17,663.7
13515,84,17,374.7
13516,52,17,295.84999999999997
13519,77,11,220.45999999999998
13520,6,112,3285.05
13523,1,59,1136.6399999999999
13526,373,44,1182.0000000000002
13527,53,234,2396.2300000000005
13530,269,18,402.98
13531,1,68,1254.72
13534,14,96,1850.8200000000002
13535,37,1,89.5
13537,60,42,717.8499999999999
13538,31,119,1831.88
13539,55,49,938.02
13540,102,32,632.3900000000001
13541,62,10,785.25
13542,11,337,4006.17
13543,269,47,1439.61
13544,46,171,537.5900000000001
13545,25,57,374.64
13546,17,55,465.15000000000003
13547,43,47,175.52999999999994
13548,106,63,226.57999999999998
13549,22,8,87.6
13550,18,44,349.51
13551,301,1,152.39999999999998
13552,63,99,3238.8499999999995
13553,309,94,517.8000000000001
13554,15,200,1638.2800000000002
13555,13,271,4849.91
13556,64,9,200.82
13557,50,146,2448.2
13559,147,2,990.0
13561,32,219,1678.8600000000001
13562,36,114,3038.8499999999995
13564,3,1188,15500.529999999999
13565,46,22,174.57999999999998
13566,69,198,833.4099999999999
13567,63,203,1083.69
13569,2,129,520.03
13571,17,335,2454.2200000000003
13573,14,63,622.0700000000002
13574,46,103,421.25000000000006
13576,8,153,4834.4
13577,17,85,1801.68
13578,44,9,147.66
13579,4,67,1071.9999999999998
13580,41,5,107.75
13581,49,23,162.53
13582,24,11,241.68
13583,314,43,664.001
13584,133,59,250.04999999999998
13585,165,39,684.54
13586,176,21,131.52999999999997
13587,84,22,961.1000000000001
13589,84,31,741.0900000000001
13590,10,323,4367.67
13591,70,43,976.8100000000001
13593,22,282,3486.6100000000006
13594,120,7,136.35000000000002
13595,151,152,818.22
13597,35,17,396.71000000000004
13598,130,59,609.42
13599,1,163,5013.960000000001
13600,269,22,298.90000000000003
13601,27,96,491.82000000000005
13602,16,35,596.2800000000001
13604,293,21,717.62
13605,22,53,522.67
13607,37,24,400.3
13608,175,36,236.20000000000002
13609,228,7,167.35000000000002
13610,22,190,1044.0
13611,9,155,2147.73
13612,267,50,818.29
13613,87,59,1039.85
13614,28,70,748.73
13615,34,344,5854.84
13616,203,37,288.1
13617,43,63,734.57
13619,179,49,231.69000000000003
13620,163,5,112.34000000000002
13622,331,32,658.95
13623,15,211,1818.7099999999998
13624,23,22,462.08000000000004
13625,231,21,301.26
13626,14,25,449.81
13627,123,37,607.4300000000001
13628,311,16,310.14
13629,48,28,5578.5
13632,29,75,1526.8799999999999
13634,9,262,3498.31
13635,77,100,1928.13
13639,71,19,312.92999999999995
13640,246,4,405.0
13641,275,44,1016.4700000000001
13642,67,48,159.92
13643,17,74,1637.33
13646,34,58,326.24999999999994
13647,129,61,1393.5600000000004
13648,35,106,1764.0200000000002
13649,1,103,1332.28
13650,9,76,1451.6599999999999
13651,16,8,132.65
13652,3,96,1475.77
13653,122,9,152.2
13654,15,163,3600.67
13655,9,63,1347.5400000000002
13656,134,38,699.2
13658,18,129,3386.3300000000004
13659,51,171,3321.6800000000003
13660,35,41,314.59
13661,238,17,325.24000000000007
13662,20,84,1352.35
13663,15,86,1858.04
13665,21,106,1711.66
13666,55,7,43.25
13668,18,300,6726.35
13669,42,5,195.0
13671,29,76,194.94999999999996
13672,365,12,233.53000000000003
13674,67,14,240.67999999999998
13676,174,13,243.9
13677,39,107,556.19
13679,128,50,281.26000000000005
13680,106,457,7713.25
13683,92,10,258.6
13684,25,79,529.7500000000001
13686,15,26,337.04
13687,73,45,11880.839999999998
13688,270,5,375.5
13689,79,3,349.5
13691,31,54,212.77999999999997
13692,43,43,1626.08
13693,9,106,2011.82
13694,8,957,131443.19
13695,212,6,266.59999999999997
13696,56,24,2020.4
13698,231,40,465.53000000000003
13699,185,23,455.57
13700,52,46,348.34000000000003
13701,81,9,161.0
13702,80,5,135.18
13703,50,36,326.05999999999995
13705,8,56,1323.47
13706,261,18,300.38000000000005
13707,64,107,2559.4499999999994
13709,81,72,1263.6999999999998
13710,58,7,329.04
13711,41,79,1540.2000000000003
13712,245,23,537.58
13713,43,82,743.26
13714,100,30,161.35000000000002
13715,7,429,7403.95
13717,92,22,318.28999999999996
13719,28,191,1773.5700000000004
13721,30,14,217.39999999999992
13722,55,104,3260.0
13723,27,53,1009.3500000000001
13724,272,42,213.01000000000002
13727,246,64,746.57
13728,22,101,1839.0300000000002
13729,70,39,724.7300000000002
13733,45,29,487.03000000000003
13734,143,28,6701.639999999999
13735,11,460,6927.98
13736,60,366,2034.31
13738,31,92,440.9300000000001
13739,162,3,75.3
13740,50,72,1247.02
13745,181,31,477.3200000000001
13746,48,9,176.69
13747,8,5,169.79999999999998
13748,8,31,1320.1000000000001
13750,15,51,1954.92
13752,162,19,404.45
13753,233,45,1353.31
13754,72,9,164.45
13756,2,206,4017.9799999999996
13757,309,8,195.55
13758,1,192,6226.429999999999
13760,39,62,1076.85
13761,137,52,881.52
13762,228,28,2165.76
13763,52,35,3502.48
13764,204,168,1431.5
13765,288,17,352.82099999999997
13766,130,17,190.35000000000002
13767,4,427,18320.17
13768,361,33,875.97
13769,2,150,3003.91
13770,57,48,785.3700000000001
13771,168,97,3094.37
13772,35,398,1982.0900000000001
13773,31,19,301.53999999999996
13775,225,63,1049.66
13776,63,2,623.98
13777,1,194,30501.260000000002
13778,126,35,945.7900000000001
13779,150,27,161.13
13780,42,43,375.8100000000001
13781,227,40,650.99
13782,88,129,881.72
13783,122,10,1542.0899999999997
13784,69,12,447.43999999999994
13785,63,30,542.49
13786,2,117,3128.5400000000004
13787,93,55,913.46
13788,140,1,3.75
13789,23,18,239.45999999999998
13792,57,10,188.39999999999998
13793,281,7,96.0
13794,181,9,126.03
13795,23,29,836.2999999999998
13796,134,22,289.7
13797,71,78,1179.45
13798,7,373,38683.020000000004
13799,79,67,2114.71
13800,65,40,1121.24
13802,9,388,21659.690000000002
13803,66,61,1061.8400000000001
13804,70,32,572.73
13807,2,25,422.20000000000005
13809,29,13,524.65
13813,162,74,1398.6100000000001
13814,162,22,678.1999999999999
13815,41,180,3448.38
13818,64,5,61.28
13819,304,65,1502.0
13820,53,90,660.6500000000001
13821,28,150,1025.0900000000001
13823,15,123,2445.790000000001
13824,14,54,1615.82
13825,256,40,255.59
13829,56,1,102.0
13830,216,11,156.85000000000002
13831,4,113,4820.59
13832,57,54,561.49
13833,39,16,316.56
13834,211,16,324.19
13835,154,16,260.7
13836,34,31,620.3700000000001
13838,4,298,1274.3600000000001
13839,121,7,139.95
13840,51,40,651.4000000000001
13842,1,149,2244.29
13843,16,18,319.75
13846,34,26,442.73
13847,354,19,310.71999999999997
13848,1,6,2080.0
13849,32,119,1931.3499999999997
13851,14,59,1955.0000000000002
13852,245,11,187.35000000000002
13854,0,71,4144.4400000000005
13855,135,73,1310.3400000000001
13856,98,40,753.53
13857,28,128,1001.01
13859,164,8,314.7
13861,64,21,273.26
13862,24,21,346.72999999999996
13863,100,50,933.77
13864,21,1,662.4000000000001
13869,16,553,5006.62
13870,22,126,2941.14
13871,63,66,1482.6
13872,162,57,919.57
13873,18,37,649.3200000000002
13874,139,51,1508.6999999999998
13875,22,166,3027.58
13877,105,20,332.4400000000001
13878,182,71,1191.53
